ID number,1a,1b,1c,2,3.a,3.b,3.c,3.d,3.e,3.f,3.g,4.a,4.b,4.b.name,StandardNames,4bApple,4bmingpao,4bsingtao,4bstar,4borient,4bothers,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,5.10.,5.11,6.a.,6b,6c,6d,6e,6f,6g,6h,7.a,7.b,7.c,7.d,7.e,7.f,7.g,7.h,7.i,7.j,8.a,8b,8c,8.d,8.e,8.f,8.g,8.h,8.i,8.j,8.k,8.l,9a,9b,9c,9d,10.aCleaned,10.bCleaned,10.cCleaned,10.dCleaned,10.eCleaned,10.fCleaned,10.gCleaned,10.hCleaned,10.iCleaned,10.jCleaned,11.a,11.b,11.c,11.d,11.e,11.f,12.a,12.b,12.c,12.d,12.e,12.f,13.a,13.b,13.c,13.d,13.e,13.f,13.g,13.h,13.i,13.j,13.k,13.I,13.m,13.n,13.o,13.p,14.a,14.b,14.c,14.d,14.e,14.f,14.g,15.a.Category,15.a.Category.v1,15.b.Category,15.b.Category.v1,15.c.Category,15.c.Category.v1,15.a.english,15.a.english.v1,15.b.english,15.b.english.v1,15.c.english,15.c.english.v1,17,18,19,20,21,22.a,22b,23,24,25,27.a,27.a_final,27.b,27.c,28.a,28.b,28.c,28.d,28.e,29.a,29.b,29.c,30,31,32,33,34,35,37,36a,36b,36c,36d,36e
33,5,2,0,0,0,0,0,0,0,0,0,0,1,Hoshishima,Star Island,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,NA,4,4,4,4,4,4,4,4,4,4,80,90,80,80,90,90,60,60,60,80,90,20,5,4,5,4,4,4,4,3,4,3,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,Artificial high stability,0,10000,10000,TSW,1,0,1,1,1,NA,NA,NA,NA,1,1,1,0,0,1,1,0,500,student,18 township,16,1,2,2,0,0,0,0,1
34,11,0,0,0,0,0,0,0,0,3,0,0,1,Apple Ming Pao,Apple's Ming Pao Daily News,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,NA,3,3,2,2,2,2,2,3,3,2,80,50,90,90,80,70,70,70,40,40,20,50,4,4,6,2,2,2,3,3,3,2,3,2,2,4,11,0,0,10,0,0,2,0,0,10,0,0,0,Sister,0,0,0,0,0,0,0,0,All friends,0,0,All friends,0,0,0,Art teacher,0,0,0,0,0,Working attitudes,Working attitudes,Salary,Salary,Working attitudes,Working attitudes,What is your working attitude? Is it good?,What is your working attitude? Is it good?,What is your expected salary level?,What is your expected salary level?,Personality/values/ethics/IQ/mentality,Personality/values/ethics/IQ/mentality,According to personal interests,0,20000,30000,TSW,1,0,4,4,1,Plumbing repair,Plumbing repair,housewife,NA,1,1,1,0,0,1,1,0,500,student,Tin Shui Wai Government Secondary School,16,1,3,2,0,0,0,0,1
35,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,NA,4,4,4,4,4,4,4,4,4,4,100,70,90,70,70,50,60,70,80,100,0,100,4,3,3,2,4,4,4,4,4,4,1,1,3,4,6,10,0,20,53,0,5,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,Good artificial high welfare,0,70000,100000,TSW,1,0,1,1,NA,NA,NA,NA,NA,1,1,0,0,0,1,1,0,"1,000",student,18 township,18,1,2,1,0,0,0,0,1
36,7.5,7.5,0,0,0,0,0,0,0,0,0,0,1,East,East,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,NA,4,4,4,4,4,4,4,4,4,4,100,100,60,100,100,90,90,90,100,0,70,50,1,1,6,2,2,4,4,3,2,2,2,2,3,3,5,10,3,50,50,0,5,10,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,Artificial high,0,32000,70000,TSW,1,Tuen Mun Hospital,1,1,NA,NA,NA,NA,NA,1,1,0,0,0,1,1,0,700,student,TCUMC,16,1,2,2,0,0,0,0,1
37,5,5,2,2,0,0,2,0,0,11,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,NA,4,4,4,4,4,4,4,4,4,4,10,10,10,10,10,10,10,10,10,10,10,10,6,5,5,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,10000,10000,10000,TSW,1,0,1,1,NA,NA,NA,NA,NA,1,1,0,0,0,1,1,0,500,student,TSWMC,15,1,4,2,0,0,0,0,1
38,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,NA,3,3,3,3,3,3,3,3,3,3,70,20,20,90,100,100,70,80,20,30,40,70,5,5,5,6,4,4,4,4,4,4,4,1,4,1,10,10,0,50,0,0,8,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,stable,0,10000,100001,TSW,1,Tuen Mun Hospital,1,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1,0,"1,000",student,TGWML,17,1,1,2,0,0,0,0,1
39,0,5,2,2,0,1,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,NA,4,4,4,4,4,4,4,4,4,4,100,80,70,60,80,70,70,70,80,10,20,10,3,2,7,1,3,4,4,4,4,4,4,2,2,3,4,11,2,11,11,0,4,11,2,11,11,0,join,0,0,0,0,0,0,0,0,"alex, steve",0,0,0,friend,0,0,mary,0,0,0,0,0,0,Personal,Personal,,Personal,Personal,Personal,Tell me about yourself,Tell me about yourself,,How old are you?,Where do you live/what is your living environment?,Where do you live/what is your living environment?,stable,0,30000,100000,YL,1,Tuen Mun Hospital,1,1,1,NA,NA,NA,NA,1,1,1,0,0,1,1,0,500,student,18 village,16,1,4,1,0,0,0,0,1
40,0,0,0,0,0,0,0,0,0,0,0,0,1,Ming Pao,Ming Pao,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,NA,4,3,4,3,1,3,3,3,4,3,10,10,20,90,80,90,10,10,100,0,50,100,4,4,5,4,4,4,3,4,4,3,4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,10000,32000,SS,1,0,5,5,NA,NA,NA,NA,NA,1,1,0,0,0,1,1,0,"2,000",student,Elizabeth Old Students&#39; Association Secondary School,19,0,5,1,0,0,0,0,1
41,10,2,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,NA,3,3,3,3,3,3,3,3,3,3,50,50,50,50,50,50,50,50,50,50,50,50,4,4,4,4,3,3,3,3,3,3,3,3,3,3,1,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,1000,10000,TSW,1,0,NA,NA,NA,worker,worker,NA,NA,1,0,0,0,0,1,0,0,0,student,0,17,1,2,1,0,0,0,0,1
42,0,0,1,0,0,0,0,0,0,2,0,0,1,apple,apple,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,do not have mobile phone,0,0,1,0,0,0,0,NA,4,4,3,4,4,4,4,4,4,4,0,0,10,80,80,90,90,0,0,50,50,100,7,5,5,2,4,3,1,2,3,3,2,2,4,2,1,0,0,3,2,0,1,0,0,2,1,0,"Cousin, Ani",Another cousin,0,General Education Teacher,Economy teacher,0,"Teacher, himself",0,0,0,0,0,head teacher,richard,0,0,0,Cousin,0,0,0,0,0,Company related,Company related,Company related,Company related,Job-related,Job-related,What do you know about the company (company's future/expectations/materials),What do you know about the company (company's future/expectations/materials),What interest you about this industry,What interest you about this industry,Which department/position do you want to work in,Which department/position do you want to work in,Game Designer,0,0,0,TM,NA,,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,0,0,0,0,0
43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,NA,3,2,2,2,2,3,3,3,3,3,100,60,80,90,60,50,70,80,90,0,90,60,2,2,6,2,3,3,3,2,3,3,2,3,3,3,2,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,0,NA,0,4,4,NA,Dessert division,Dessert division,housewife,NA,1,1,0,0,0,1,1,0,800,student,Elizabeth Old Students&#39; Association Secondary School,16,1,3,2,0,0,0,0,1
44,2,2,0,1,1,0,1,0,0,0,0,1,1,Hoshishima,Star Island,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,NA,3,3,3,3,3,3,3,3,3,3,50,80,50,80,100,80,80,80,80,80,80,80,1,3,6,6,4,4,4,4,4,4,4,4,4,4,5,5,0,10,2,0,2,5,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,TSW,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,16,1,4,2,0,0,0,0,1
45,4.5,3.5,0,2,0,0,0,0,0,2,0,0,1,Shimpo,Hong Kong Daily News,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,NA,3,2,3,3,3,3,3,3,3,3,60,70,70,60,70,60,60,70,80,80,80,10,4,7,7,7,3,3,2,3,3,3,3,3,3,3,3,3,2,99,3,0,3,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,YL,4,0,1,4,NA,Chassis,Chassis,Nuisance,NA,1,1,0,0,0,1,1,0,100,student,TSWMC,15,1,3,1,0,0,0,0,1
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,NA,3,3,3,3,3,2,3,3,3,3,40,50,50,50,60,60,100,70,70,50,50,40,4,5,5,6,3,3,3,3,3,2,3,3,3,3,6,0,3,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,TSW,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1,0,0,student,LKKB,13,1,2,1,0,0,0,0,1
47,11,3.5,0,0,0,0,0,0,0,0,0,0,1,Headline Daily,Headline Daily,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,NA,3,3,2,4,4,4,4,3,3,3,50,20,10,60,90,0,50,40,20,80,80,0,7,3,4,1,4,3,3,1,3,3,3,3,3,3,2,12,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,0,NA,Kwong Wah,NA,4,2,X,X,administrative,NA,0,1,1,0,0,1,1,0,100,student,QESOSASS,12,1,4,2,0,1,0,0,0
48,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,2,3,2,1,3,2,1,4,3,2,2,1,4,5,2,6,3,0,1,2,2,5,1,Karen,Elais,0,0,0,Man Yan,boss,0,0,boyfriend,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,0,NA,St. Mary's Hospital,2,2,NA,NA,NA,restaurant,NA,0,1,0,0,0,1,0,0,0,Cartridge,West of England,18,1,2,2,0,0,0,0,1
49,3.5,3.5,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,Taobao,0,0,0,0,0,0,0,NA,3,3,2,3,3,3,3,3,3,2,0,0,30,70,40,40,60,40,10,20,10,30,5,4,5,4,3,3,2,3,3,3,3,2,2,3,2,0,0,8,2,0,0,0,0,0,0,0,Snail 229,0,0,0,0,0,0,0,0,Glad,Glad,0,hybrid miss,Glad,hybrid miss,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,0,NA,0,1,4,1,diet,diet,housewife,NA,1,1,1,0,0,1,1,0,600,student,Shap Pat Heung Yik She Secondary School,17,1,3,2,0,0,0,0,1
50,11,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,NA,3,3,3,3,3,3,3,3,3,3,80,10,80,90,70,70,90,90,90,100,90,60,5,5,6,6,3,3,3,3,3,3,2,2,3,3,5,3,2,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,0,NA,0,1,1,1,chef,chef,housewife,NA,1,1,1,0,0,1,1,0,"2,500",No,Shap Pat Heung Yik She Secondary School,17,1,3,2,1,0,0,0,0
51,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,NA,4,3,3,4,4,3,4,3,3,4,10,10,20,10,0,10,10,10,10,10,10,10,4,4,5,4,4,4,4,1,4,4,4,4,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Working attitudes,Working attitudes,Working attitudes,Working attitudes,,,Responsibility,Responsibility,Are you punctual?,Are you punctual?,Missing,Missing,athlete,0,0,0,TSW,1,0,1,1,1,driver,driver,No,No,1,1,1,0,0,1,1,0,"2,000",student,Guo,13,1,2,1,1,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,20,20,10,20,20,20,30,50,30,30,3,1,5,3,3,3,3,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,student,0,14,1,2,1,0,0,0,0,0
53,5,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,NA,3,3,2,2,2,2,2,2,2,2,0,0,0,60,80,60,40,60,10,0,10,80,3,3,4,7,3,2,4,3,2,1,3,1,2,3,2,0,0,5,2,0,0,0,0,2,2,0,too much,Parents,0,0,0,0,dad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,art,0,0,0,TSW,1,Wong Tai Sin,3,5,NA,engineer,engineer,Foreign Language Teachers,NA,1,1,0,0,0,1,1,0,No,student,Ju Ching Chu Secondary School (Yuen Long),16,1,4,1,0,0,0,0,1
54,2,1,3,1,0,0,0,0,0,0,0,0,1,Hoshishima,Star Island,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,to chat with,4,4,4,4,4,4,4,4,4,4,30,50,80,90,0,10,90,60,50,60,0,100,5,4,4,4,3,4,3,2,4,2,1,4,2,1,2,0,0,7,2,0,1,0,0,3,2,0,mountain,Cousin,0,I,I,I,mother,0,bank,Hotels,Social workers,lawyer,Labour Department,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,0,NA,0,NA,1,1,NA,NA,NA,NA,0,1,1,0,0,1,0,0,0,0,0,16,1,4,1,0,0,0,0,1
55,3.5,3.5,1,3,1,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,skype,0,1,1,1,1,1,1,NA,3,4,3,3,3,3,3,3,3,3,50,30,80,70,100,80,70,90,10,20,30,80,4,5,4,3,3,2,3,1,3,3,3,2,2,3,3,0,0,30,4,0,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salary,Salary,Personal,Personal,Qualifications,Qualifications,What is your expected salary level?,What is your expected salary level?,What is your name?,What is your name?,Are you work in the same industry/similar job before?,Are you work in the same industry/similar job before?,Lawyer or teacher,11000,200000,400000,TSW,1,Tuen Mun Hospital,1,1,1,Electrical mechanic BOSS,Electrical mechanic BOSS,Nuisance,NA,1,1,1,0,0,1,1,0,"1,000","Move cargo, students",TSWMC,14,1,4,1,0,0,0,0,1
56,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,NA,3,3,2,2,2,2,3,3,2,2,50,50,60,60,50,50,60,60,40,20,60,70,4,5,6,6,2,2,3,4,2,2,3,2,2,4,1,1,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,fds,0,fds,fds,fds,0,fds,fds,0,0,0,0,po,0,po,0,0,Reasons,Reasons,Qualifications,Qualifications,Job related,Job related,Reason for leaving past job,Reason for leaving past job,What is your working experience?,What is your working experience?,What expectations do you have for yourself on the job?/ What do you expect from the job?,What expectations do you have for yourself on the job?/ What do you expect from the job?,Enough income,16000,16000,16000,TSW,4,0,3,4,4,NA,NA,NA,NA,1,1,1,0,0,1,1,0,350,nurse,TWC,22,1,3,2,0,0,0,0,1
57,3.5,3.5,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,skpe,0,1,1,1,1,1,1,NA,3,3,2,3,3,3,3,3,3,3,100,60,70,80,80,60,70,60,70,80,80,70,4,4,4,6,3,4,3,2,3,3,2,3,2,4,3,0,0,30,4,0,3,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Qualifications,Qualifications,Qualifications,Qualifications,Personal,Personal,What is your working experience?,What is your working experience?,What is your education level/what are your grades?,What is your education level/what are your grades?,Family circumstances / background,Family circumstances / background,NA,0,0,0,TSW,1,0,1,1,1,NA,NA,teacher,NA,1,1,1,0,0,1,1,0,400,student,TSWMC,14,1,3,1,0,0,0,0,1
58,11,3.5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,NA,2,2,2,2,2,2,2,3,2,2,10,30,70,80,80,50,20,20,30,70,30,80,3,4,5,3,3,2,2,3,3,2,3,2,2,3,4,0,0,3,1,0,1,0,0,1,0,0,2ling,2ling,0,Cen Cen,Cen Cen,0,0,0,0,HoiChing,Alex,0,0,HoiChing,0,0,0,0,0,Mum,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,High salary,0,0,0,TSW,1,Tuen Mun Hospital,1,1,1,NA,NA,NA,NA,0,0,1,1,0,1,0,5,400,0,QESOSA,13,1,4,2,0,0,0,0,1
59,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,NA,3,3,3,3,3,2,3,3,3,3,30,30,100,100,80,90,90,90,20,100,20,80,3,4,5,5,4,4,3,4,3,2,3,3,4,3,3,0,0,2,2,0,2,0,0,1,2,0,nicole man,june yan,0,niclole man,billy,0,nicole man,0,nicole man,michelle,nicole man,0,nicole man,nicole man,0,0,mom,mom,0,mom,0,mom,0,Qualifications,Qualifications,Qualifications,Qualifications,Reasons,Reasons,What is your education level/what are your grades?,What is your education level/what are your grades?,What is your working experience?,What is your working experience?,Why do you choose this job?,Why do you choose this job?,NA,0,0,0,TSW,1,Tuen Mun Hospital,1,1,1,NA,NA,NA,housewife,1,0,1,1,0,1,1,5,400,student,QWSOSASS,13,1,4,2,0,0,0,0,1
60,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,NA,3,3,2,2,2,3,3,3,2,2,30,0,10,50,80,40,30,50,40,50,10,10,3,3,5,3,3,3,3,2,3,3,2,1,3,2,2,5,0,10,2,0,2,5,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,airport,0,0,0,0,1,0,1,1,1,Storeworker,Storeworker,estate,NA,1,1,0,0,0,1,0,0,400,student,STFAYYC,16,1,3,2,0,0,0,0,1
61,0,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,NA,3,2,2,2,2,3,3,3,3,3,10,10,20,50,70,70,70,70,70,0,10,80,4,4,7,5,3,3,3,2,3,3,2,3,3,3,2,0,0,5,2,0,2,0,0,5,1,0,mandy,0,0,0,0,parents,0,0,parents,0,0,0,0,Tooth,0,0,0,0,0,0,0,0,0,Qualifications,Qualifications,Reasons,Reasons,Working attitudes,Working attitudes,What is your working experience?,What is your working experience?,Why do you choose this job?,Why do you choose this job?,Responsibility,Responsibility,Relaxed,0,0,0,TSW,1,Tuen Mun Hospital,4,4,NA,service,service,service,NA,1,1,0,0,0,1,1,0,500,student,Yuen Long Lutheran Secondary School,13,1,3,2,0,0,0,0,1
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,NA,4,4,4,3,3,3,4,4,3,4,50,50,50,100,100,100,80,100,80,20,100,0,2,4,7,2,4,4,4,1,4,4,1,4,4,1,3,2,0,3,0,0,3,1,0,1,0,0,sister,0,0,0,0,0,0,0,0,lavinia,0,0,0,avalanche,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,Doctors,0,0,0,TSW,1,Tuen Mun Hospital,4,4,4,NA,NA,Health care,NA,1,1,1,0,0,1,1,0,300,0,elchkyllss,13,1,4,2,0,0,0,0,1
63,3.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,NA,3,3,3,3,2,3,3,3,3,3,60,40,20,10,90,80,80,40,20,0,10,70,5,4,4,4,3,3,3,3,3,3,3,3,4,2,0,2,10,5,0,2,0,1,7,5,0,0,cousin,Cousin,0,0,mom,0,"Sister, Kimmy",0,0,mom,Kimmy,0,0,Kimmy,0,0,miss lam,0,0,0,0,0,0,Personal,Personal,Qualifications,Qualifications,Salary,Salary,Do you have criminal background?,Do you have criminal background?,Can you handle this job/can you do this job/how confident are you of doing this job/how well can you perform on this job,Can you handle this job/can you do this job/how confident are you of doing this job/how well can you perform on this job,What is your expected salary level?,What is your expected salary level?,manager,0,0,10000,TSW,1,0,1,4,NA,NA,NA,Insurance,NA,1,1,0,0,0,1,1,0,"1,000",student,TSTSS,14,1,4,2,0,0,0,0,1
64,1,1,3.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,NA,3,3,2,3,3,2,3,2,3,2,100,30,50,50,0,0,50,50,100,30,70,0,4,4,4,3,3,3,3,2,3,2,2,1,2,3,3,5,2,10,2,0,3,5,2,5,2,0,0,0,mom,0,0,father,Parents,0,Parents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,lawyer,0,0,1000000,TSW,2,Kwong Wah,2,2,1,diet,diet,diet,same,1,1,1,0,1,1,1,0,800,Should be,yyc,16,1,1,NA,0,0,0,0,1
65,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,NA,3,3,3,3,3,3,3,3,3,3,40,40,80,80,40,50,50,50,30,0,50,40,4,4,6,6,3,3,4,1,3,2,3,3,2,3,2,99,0,4,1,0,2,0,0,3,2,0,cafe,0,0,0,0,0,mom,Own,0,Ma Ye parents,cafe,"cafe,cody",0,0,"cafe,cody",0,0,0,cafe,0,0,0,0,Qualifications,Qualifications,Job-related,Job-related,Qualifications,Qualifications,Can you handle this job/can you do this job/how confident are you of doing this job/how well can you perform on this job,Can you handle this job/can you do this job/how confident are you of doing this job/how well can you perform on this job,Which department/position do you want to work in,Which department/position do you want to work in,Can you handle this job/can you do this job/how confident are you of doing this job/how well can you perform on this job,Can you handle this job/can you do this job/how confident are you of doing this job/how well can you perform on this job,Too basic to both life,1000,100000,500000,TSW,1,Tuen Mun Hospital,1,1,NA,Manual workers,Manual workers,Whole chocolate,NA,1,1,0,0,0,1,1,0,"1,000",student,TSTSS,13,1,3,2,1,0,0,0,0
66,3.5,1,1,2,0,0,0,0,0,0,0,0,1,Apple Daily,Apple Daily,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,NA,3,3,2,2,3,2,3,3,2,2,10,10,0,60,50,60,50,60,70,0,90,30,3,5,6,3,3,2,3,2,3,3,3,4,2,3,2,4,0,2,0,0,2,1,0,1,0,0,cousin,0,0,0,0,0,mom,0,0,0,friend,0,0,"Mother, father, friend",mom,0,0,0,Sister mother,Sister mother,0,0,0,Reasons,Reasons,Qualifications,Qualifications,,,Why do you choose this job?,Why do you choose this job?,Why are you suitable for this job,Why are you suitable for this job,Missing,Missing,stable,0,10000,20000,TSW,3,Tsan Yuk Hospital,3,3,NA,Electrical mechanic,Electrical mechanic,housewife,NA,1,1,0,0,0,1,1,0,100,student,Kung Yik She Secondary School,16,1,3,2,0,0,0,0,1
